aggregate_id,event_type,processed_at
order-4c120cae,STOCK_UNAVAILABLE,2025-09-15 05:23:25.768819
order-4c123013,ORDER_CREATED,2025-09-15 05:23:00.009861
order-4c123013,STOCK_UNAVAILABLE,2025-09-15 05:23:00.013541
order-4c124f12,ORDER_CREATED,2025-09-18 11:52:13.920805
order-4c1391cc,ORDER_CREATED,2025-09-15 05:26:31.274886
order-4c1391cc,STOCK_RESERVED,2025-09-15 05:26:31.281331
order-4c14cbc0,ORDER_CREATED,2025-09-18 11:51:38.709744
order-4c152f2a,ORDER_CREATED,2025-09-18 12:21:44.437479
order-4c15e53b,ORDER_CREATED,2025-09-15 05:25:44.067339
order-4c15e53b,STOCK_RESERVED,2025-09-15 05:25:44.076548
order-4c16912a,ORDER_CREATED,2025-09-15 05:26:04.658106
order-4c16912a,STOCK_UNAVAILABLE,2025-09-15 05:26:04.661322
order-4c19542f,ORDER_CREATED,2025-09-18 11:51:54.210659
order-4c196bb5,ORDER_CREATED,2025-09-18 11:47:20.732223
order-4c19896c,ORDER_CREATED,2025-09-15 05:23:17.927695
order-4c19896c,STOCK_UNAVAILABLE,2025-09-15 05:23:17.931796
order-4c1a4751,ORDER_CREATED,2025-09-18 11:50:00.291012
order-4c1aa2cb,ORDER_CREATED,2025-09-18 11:52:04.739182
order-4c1cd16d,ORDER_CREATED,2025-09-18 12:23:35.853960
order-4c21c5d8,ORDER_CREATED,2025-09-18 12:23:46.638118
order-4c22e3ad,ORDER_CREATED,2025-09-18 12:22:14.680721
order-4c2312a6,ORDER_CREATED,2025-09-18 12:24:03.898965
order-4c26b453,ORDER_CREATED,2025-09-18 11:49:18.068878
order-4c26d51f,ORDER_CREATED,2025-09-15 05:26:01.262178
order-4c26d51f,STOCK_RESERVED,2025-09-15 05:26:01.267990
order-4c2725e1,ORDER_CREATED,2025-09-18 12:21:23.978289
order-4c289b53,ORDER_CREATED,2025-09-18 11:51:47.306120
order-4c2aabcd,ORDER_CREATED,2025-09-15 05:22:18.940716
order-4c2aabcd,STOCK_UNAVAILABLE,2025-09-15 05:22:18.943510
order-4c2b5e7a,ORDER_CREATED,2025-09-18 12:21:27.803389
order-4c3110b5,ORDER_CREATED,2025-09-15 05:26:31.693779
order-4c3110b5,STOCK_RESERVED,2025-09-15 05:26:31.699014
order-4c37cbd7,ORDER_CREATED,2025-09-15 05:24:47.805465
order-4c37cbd7,STOCK_RESERVED,2025-09-15 05:24:47.810095
order-4c37f41a,ORDER_CREATED,2025-09-18 12:21:15.261496
order-4c39cc34,ORDER_CREATED,2025-09-18 12:24:19.475158
order-4c3ce415,ORDER_CREATED,2025-09-15 05:26:33.711010
order-4c3ce415,STOCK_UNAVAILABLE,2025-09-15 05:26:33.714394
order-4c3db49a,ORDER_CREATED,2025-09-18 11:50:00.452621
order-4c40a281,ORDER_CREATED,2025-09-18 12:21:37.604291
order-4c40f445,ORDER_CREATED,2025-09-18 11:49:08.461001
order-4c410c79,ORDER_CREATED,2025-09-15 05:24:47.874473
order-4c410c79,STOCK_RESERVED,2025-09-15 05:24:47.878877
order-4c43648e,ORDER_CREATED,2025-09-18 12:24:00.522313
order-4c44e39f,ORDER_CREATED,2025-09-18 12:22:17.250415
order-4c4aa72d,ORDER_CREATED,2025-09-15 05:26:26.214431
order-4c4aa72d,STOCK_UNAVAILABLE,2025-09-15 05:26:26.217259
order-4c4b89b7,ORDER_CREATED,2025-09-18 11:52:00.224547
order-4c4eced3,ORDER_CREATED,2025-09-15 05:26:10.680856
order-4c4eced3,STOCK_UNAVAILABLE,2025-09-15 05:26:10.685383
order-4c508420,ORDER_CREATED,2025-09-18 12:23:29.436883
order-4c539bb0,ORDER_CREATED,2025-09-15 05:22:41.231796
order-4c539bb0,STOCK_UNAVAILABLE,2025-09-15 05:22:41.239465
order-4c53a5de,ORDER_CREATED,2025-09-15 05:25:55.955145
order-4c53a5de,STOCK_UNAVAILABLE,2025-09-15 05:25:55.958842
order-4c591799,ORDER_CREATED,2025-09-15 05:25:17.856881
order-4c591799,STOCK_UNAVAILABLE,2025-09-15 05:25:17.861096
order-4c59a5ce,ORDER_CREATED,2025-09-18 11:52:09.773504
order-4c59ce59,ORDER_CREATED,2025-09-15 05:21:31.884897
order-4c59ce59,STOCK_RESERVED,2025-09-15 05:21:31.891380
order-4c5b953d,ORDER_CREATED,2025-09-18 12:22:16.664994
order-4c5cce40,ORDER_CREATED,2025-09-18 12:23:48.892567
order-4c5d994b,ORDER_CREATED,2025-09-18 11:52:21.271367
order-4c5f4977,ORDER_CREATED,2025-09-15 05:25:59.221418
order-4c5f4977,STOCK_UNAVAILABLE,2025-09-15 05:25:59.223830
order-4c603789,ORDER_CREATED,2025-09-15 05:26:09.439710
order-4c603789,STOCK_UNAVAILABLE,2025-09-15 05:26:09.443125
order-4c60b9be,ORDER_CREATED,2025-09-18 12:24:25.498123
order-4c60dd01,ORDER_CREATED,2025-09-18 11:49:57.971572
order-4c60f68b,ORDER_CREATED,2025-09-15 05:25:21.443777
order-4c60f68b,STOCK_UNAVAILABLE,2025-09-15 05:25:21.446321
order-4c6249cc,ORDER_CREATED,2025-09-15 05:24:05.160037
order-4c6249cc,STOCK_UNAVAILABLE,2025-09-15 05:24:05.162713
order-4c635874,ORDER_CREATED,2025-09-15 05:23:39.120175
order-4c635874,STOCK_UNAVAILABLE,2025-09-15 05:23:39.122917
order-4c64ed28,ORDER_CREATED,2025-09-18 11:51:35.506654
order-4c65bfc4,ORDER_CREATED,2025-09-18 12:24:01.735202
order-4c688f1d,ORDER_CREATED,2025-09-18 11:49:52.850837
order-4c69aab0,ORDER_CREATED,2025-09-15 05:23:41.667112
order-4c69aab0,STOCK_RESERVED,2025-09-15 05:23:41.672912
order-4c6c37c1,ORDER_CREATED,2025-09-18 11:52:23.589939
order-4c6dc355,ORDER_CREATED,2025-09-18 11:49:05.670571
order-4c706ef0,ORDER_CREATED,2025-09-18 12:21:08.527107
order-4c712798,ORDER_CREATED,2025-09-15 05:25:41.698042
order-4c712798,STOCK_RESERVED,2025-09-15 05:25:41.702719
order-4c719fd0,ORDER_CREATED,2025-09-18 11:51:03.132790
order-4c720641,ORDER_CREATED,2025-09-15 05:21:30.516294
order-4c720641,STOCK_UNAVAILABLE,2025-09-15 05:21:30.522195
order-4c72fd9e,ORDER_CREATED,2025-09-15 05:24:05.350482
order-4c72fd9e,STOCK_RESERVED,2025-09-15 05:24:05.356649
order-4c775556,ORDER_CREATED,2025-09-15 05:26:11.717536
order-4c775556,STOCK_UNAVAILABLE,2025-09-15 05:26:11.721138
order-4c7b35bd,ORDER_CREATED,2025-09-15 05:24:23.727147
order-4c7b35bd,STOCK_UNAVAILABLE,2025-09-15 05:24:23.730126
order-4c7dcb2e,ORDER_CREATED,2025-09-18 12:20:32.039309
order-4c80e167,ORDER_CREATED,2025-09-15 05:26:05.688541
order-4c80e167,STOCK_UNAVAILABLE,2025-09-15 05:26:05.693415
order-4c810825,ORDER_CREATED,2025-09-18 12:24:30.110130
order-4c829868,ORDER_CREATED,2025-09-15 05:24:23.046389
order-4c829868,STOCK_RESERVED,2025-09-15 05:24:23.051559
order-4c873bfd,ORDER_CREATED,2025-09-18 11:48:46.733061
order-4c87cb68,ORDER_CREATED,2025-09-15 05:23:21.225933
order-4c87cb68,STOCK_UNAVAILABLE,2025-09-15 05:23:21.228165
order-4c886d52,ORDER_CREATED,2025-09-15 05:26:21.184532
order-4c886d52,STOCK_UNAVAILABLE,2025-09-15 05:26:21.187599
order-4c889770,ORDER_CREATED,2025-09-18 11:52:12.399275
order-4c8b6526,ORDER_CREATED,2025-09-18 11:50:18.025322
order-4c8d70d3,ORDER_CREATED,2025-09-15 05:26:40.844874
order-4c8d70d3,STOCK_RESERVED,2025-09-15 05:26:40.850071
order-4c90c1b1,ORDER_CREATED,2025-09-15 05:21:17.378003
order-4c90c1b1,STOCK_UNAVAILABLE,2025-09-15 05:21:17.382176
order-4c94510e,ORDER_CREATED,2025-09-18 11:50:41.579693
order-4c99cfc3,ORDER_CREATED,2025-09-18 11:51:14.378031
order-4c99efcd,ORDER_CREATED,2025-09-18 12:22:46.569769
order-4c9d4265,ORDER_CREATED,2025-09-15 05:23:13.003245
order-4c9d4265,STOCK_UNAVAILABLE,2025-09-15 05:23:13.006492
order-4c9dc6ce,ORDER_CREATED,2025-09-18 11:49:00.126206
order-4ca0c280,ORDER_CREATED,2025-09-18 11:52:21.937510
order-4ca22f26,ORDER_CREATED,2025-09-18 11:49:27.582624
order-4ca2b95a,ORDER_CREATED,2025-09-15 05:26:10.439758
order-4ca2b95a,STOCK_UNAVAILABLE,2025-09-15 05:26:10.442887
order-4ca30b8b,ORDER_CREATED,2025-09-18 11:52:07.160664
order-4ca8b3a5,ORDER_CREATED,2025-09-18 11:48:50.977615
order-4ca9efe9,ORDER_CREATED,2025-09-15 05:25:36.111900
order-4ca9efe9,STOCK_RESERVED,2025-09-15 05:25:36.117245
order-4cae3aec,ORDER_CREATED,2025-09-18 12:21:52.281639
order-4caed4f5,ORDER_CREATED,2025-09-18 11:49:04.524014
order-4cb0c237,ORDER_CREATED,2025-09-18 11:48:47.665596
order-4cb2d815,ORDER_CREATED,2025-09-18 12:19:29.378970
order-4cb36fe8,ORDER_CREATED,2025-09-18 11:50:27.484090
order-4cb74ce5,ORDER_CREATED,2025-09-18 11:52:20.773639
order-4cb9c0d6,ORDER_CREATED,2025-09-18 12:22:21.923551
order-4cba2220,ORDER_CREATED,2025-09-18 11:51:06.544813
order-4cbba2d7,ORDER_CREATED,2025-09-15 05:21:46.532045
order-4cbba2d7,STOCK_UNAVAILABLE,2025-09-15 05:21:46.536116
order-4cc4e5d1,ORDER_CREATED,2025-09-18 12:21:45.840000
order-4cc68fbf,ORDER_CREATED,2025-09-15 05:26:25.852163
order-4cc68fbf,STOCK_UNAVAILABLE,2025-09-15 05:26:25.854595
order-4cc7605c,ORDER_CREATED,2025-09-15 05:26:30.151367
order-4cc7605c,STOCK_UNAVAILABLE,2025-09-15 05:26:30.154038
order-4ccb5d50,ORDER_CREATED,2025-09-15 05:24:02.419918
order-4ccb5d50,STOCK_UNAVAILABLE,2025-09-15 05:24:02.422570
order-4ccc606c,ORDER_CREATED,2025-09-15 05:25:45.595258
order-4ccc606c,STOCK_UNAVAILABLE,2025-09-15 05:25:45.598018
order-4cce0c61,ORDER_CREATED,2025-09-18 12:20:28.227710
order-4cd6cf9d,ORDER_CREATED,2025-09-15 05:23:08.114043
order-4cd6cf9d,STOCK_UNAVAILABLE,2025-09-15 05:23:08.117342
order-4cd6fc45,ORDER_CREATED,2025-09-18 11:51:51.731229
order-4cd7c7e1,ORDER_CREATED,2025-09-18 12:22:17.965528
order-4cd82da2,ORDER_CREATED,2025-09-18 11:51:25.982740
order-4cd8cb53,ORDER_CREATED,2025-09-18 11:51:22.440536
order-4cdacefb,ORDER_CREATED,2025-09-15 05:24:08.684918
order-4cdacefb,STOCK_UNAVAILABLE,2025-09-15 05:24:08.688587
order-4cdd752e,ORDER_CREATED,2025-09-18 12:23:28.439391
order-4ce04aab,ORDER_CREATED,2025-09-15 05:24:40.139258
order-4ce04aab,STOCK_RESERVED,2025-09-15 05:24:40.145651
order-4ce165d6,ORDER_CREATED,2025-09-18 11:51:51.747337
order-4ce1a4ab,ORDER_CREATED,2025-09-15 05:23:21.148088
order-4ce1a4ab,STOCK_RESERVED,2025-09-15 05:23:21.153399
order-4ce4f136,ORDER_CREATED,2025-09-18 12:23:22.754359
order-4ce59246,ORDER_CREATED,2025-09-15 05:21:36.400084
order-4ce59246,STOCK_RESERVED,2025-09-15 05:21:36.405974
order-4ce67ba1,ORDER_CREATED,2025-09-15 05:25:28.343586
order-4ce67ba1,STOCK_UNAVAILABLE,2025-09-15 05:25:28.346920
order-4ce6f65f,ORDER_CREATED,2025-09-15 05:26:31.071333
order-4ce6f65f,STOCK_RESERVED,2025-09-15 05:26:31.078213
order-4ce771a7,ORDER_CREATED,2025-09-18 11:51:42.563363
order-4ce783a1,ORDER_CREATED,2025-09-18 12:23:42.888159
order-4ce9c780,ORDER_CREATED,2025-09-18 12:23:56.518560
order-4ce9e95b,ORDER_CREATED,2025-09-18 12:24:31.836992
order-4cec1649,ORDER_CREATED,2025-09-15 05:22:45.382096
order-4cec1649,STOCK_RESERVED,2025-09-15 05:22:45.389985
order-4cf19688,ORDER_CREATED,2025-09-18 12:20:52.814327
order-4cf1ae47,ORDER_CREATED,2025-09-18 11:52:08.401370
order-4cf5caee,ORDER_CREATED,2025-09-15 05:25:31.011565
order-4cf5caee,STOCK_RESERVED,2025-09-15 05:25:31.016336
order-4cf606c2,ORDER_CREATED,2025-09-15 05:23:27.170537
order-4cf606c2,STOCK_UNAVAILABLE,2025-09-15 05:23:27.173475
order-4cf944ca,ORDER_CREATED,2025-09-18 11:50:01.623284
order-4cf9c4f2,ORDER_CREATED,2025-09-18 11:51:35.867890
order-4cfbfa9d,ORDER_CREATED,2025-09-15 05:23:57.180637
order-4cfbfa9d,STOCK_RESERVED,2025-09-15 05:23:57.186805
order-4cfc8407,ORDER_CREATED,2025-09-18 12:22:38.289097
order-4cfe348b,ORDER_CREATED,2025-09-15 05:25:12.605100
order-4cfe348b,STOCK_UNAVAILABLE,2025-09-15 05:25:12.608251
order-4d01ff9f,ORDER_CREATED,2025-09-15 05:26:00.335753
order-4d01ff9f,STOCK_UNAVAILABLE,2025-09-15 05:26:00.338944
order-4d03cfda,ORDER_CREATED,2025-09-18 12:23:41.595000
order-4d0681b3,ORDER_CREATED,2025-09-18 11:49:15.259359
order-4d06fe06,ORDER_CREATED,2025-09-18 12:23:41.109514
order-4d09db44,ORDER_CREATED,2025-09-15 05:25:22.037851
order-4d09db44,STOCK_RESERVED,2025-09-15 05:25:22.046270
order-4d0b4934,ORDER_CREATED,2025-09-15 05:25:14.599852
order-4d0b4934,STOCK_UNAVAILABLE,2025-09-15 05:25:14.603576
order-4d0bc2e8,ORDER_CREATED,2025-09-15 05:23:13.929762
order-4d0bc2e8,STOCK_UNAVAILABLE,2025-09-15 05:23:13.934566
order-4d0e15a6,ORDER_CREATED,2025-09-18 12:23:39.864694
order-4d10e9a1,ORDER_CREATED,2025-09-18 12:23:51.196081
order-4d118b6e,ORDER_CREATED,2025-09-15 05:25:18.323702
order-4d118b6e,STOCK_UNAVAILABLE,2025-09-15 05:25:18.326770
order-4d12be29,ORDER_CREATED,2025-09-18 11:51:01.491532
order-4d14b18b,ORDER_CREATED,2025-09-15 05:26:08.291732
order-4d14b18b,STOCK_UNAVAILABLE,2025-09-15 05:26:08.295760
order-4d1559d0,ORDER_CREATED,2025-09-18 11:50:54.966132
order-4d18acb2,ORDER_CREATED,2025-09-15 05:24:19.962271
order-4d18acb2,STOCK_UNAVAILABLE,2025-09-15 05:24:19.972922
order-4d190aaf,ORDER_CREATED,2025-09-18 12:24:23.210869
order-4d1a2495,ORDER_CREATED,2025-09-15 05:22:38.665467
order-4d1a2495,STOCK_UNAVAILABLE,2025-09-15 05:22:38.673050
order-4d1a5190,ORDER_CREATED,2025-09-15 05:22:25.625536
order-4d1a5190,STOCK_UNAVAILABLE,2025-09-15 05:22:25.628276
order-4d1b1605,ORDER_CREATED,2025-09-18 11:50:24.289152
order-4d1d8eda,ORDER_CREATED,2025-09-18 12:24:08.999894
order-4d21e175,ORDER_CREATED,2025-09-18 11:48:07.936289
order-4d272600,ORDER_CREATED,2025-09-18 12:21:48.452936
order-4d275a91,ORDER_CREATED,2025-09-15 05:23:09.849930
order-4d275a91,STOCK_RESERVED,2025-09-15 05:23:09.855845
order-4d284f7f,ORDER_CREATED,2025-09-18 11:50:56.341946
order-4d2997c7,ORDER_CREATED,2025-09-18 12:20:02.737957
order-4d2a9b45,ORDER_CREATED,2025-09-18 12:23:43.777683
order-4d30630c,ORDER_CREATED,2025-09-18 11:49:34.967485
order-4d332cdb,ORDER_CREATED,2025-09-18 11:47:28.658935
order-4d34766c,ORDER_CREATED,2025-09-18 12:19:50.903800
order-4d348370,ORDER_CREATED,2025-09-18 11:49:35.620194
order-4d357174,ORDER_CREATED,2025-09-18 11:51:27.552180
order-4d374877,ORDER_CREATED,2025-09-18 11:51:37.825457
order-4d378681,ORDER_CREATED,2025-09-18 12:21:53.902162
order-4d38580b,ORDER_CREATED,2025-09-18 12:21:44.281253
order-4d385eb5,ORDER_CREATED,2025-09-15 05:26:31.656688
order-4d385eb5,STOCK_UNAVAILABLE,2025-09-15 05:26:31.659709
order-4d386d37,ORDER_CREATED,2025-09-18 12:22:04.237178
order-4d394249,ORDER_CREATED,2025-09-15 05:25:25.749839
order-4d394249,STOCK_RESERVED,2025-09-15 05:25:25.755910
order-4d399058,ORDER_CREATED,2025-09-18 11:51:29.965290
order-4d3b3c1d,ORDER_CREATED,2025-09-18 11:48:54.972784
order-4d3c6bfd,ORDER_CREATED,2025-09-18 11:51:47.326523
order-4d3c7575,ORDER_CREATED,2025-09-18 12:21:45.216851
order-4d3dc947,ORDER_CREATED,2025-09-15 05:25:24.993606
order-4d3dc947,STOCK_UNAVAILABLE,2025-09-15 05:25:24.999738
order-4d3ddf05,ORDER_CREATED,2025-09-18 12:21:05.030190
order-4d414b10,ORDER_CREATED,2025-09-15 05:24:48.089941
order-4d414b10,STOCK_RESERVED,2025-09-15 05:24:48.097368
order-4d43dcaf,ORDER_CREATED,2025-09-15 05:26:24.593749
order-4d43dcaf,STOCK_UNAVAILABLE,2025-09-15 05:26:24.595905
order-4d4447fa,ORDER_CREATED,2025-09-18 11:52:15.951928
order-4d44b922,ORDER_CREATED,2025-09-15 05:24:37.152029
order-4d44b922,STOCK_UNAVAILABLE,2025-09-15 05:24:37.156973
order-4d450b16,ORDER_CREATED,2025-09-18 11:49:08.937095
order-4d463b56,ORDER_CREATED,2025-09-18 12:21:13.422858
order-4d48940f,ORDER_CREATED,2025-09-18 11:51:20.408241
order-4d492529,ORDER_CREATED,2025-09-18 11:50:25.035336
order-4d4bb501,ORDER_CREATED,2025-09-18 12:24:30.909311
order-4d4d46ed,ORDER_CREATED,2025-09-18 11:52:24.048692
order-4d4d948a,ORDER_CREATED,2025-09-18 12:19:57.263482
order-4d4e642d,ORDER_CREATED,2025-09-18 11:51:56.223756
order-4d4fc275,ORDER_CREATED,2025-09-18 12:22:51.633319
order-4d542245,ORDER_CREATED,2025-09-18 12:20:07.687687
order-4d544ff2,ORDER_CREATED,2025-09-15 05:26:36.575650
order-4d544ff2,STOCK_UNAVAILABLE,2025-09-15 05:26:36.578107
order-4d58a574,ORDER_CREATED,2025-09-15 05:23:49.672613
order-4d58a574,STOCK_UNAVAILABLE,2025-09-15 05:23:49.681380
order-4d5a24ae,ORDER_CREATED,2025-09-18 11:48:09.638064
order-4d5acc7d,ORDER_CREATED,2025-09-15 05:26:08.527111
order-4d5acc7d,STOCK_RESERVED,2025-09-15 05:26:08.533102
order-4d5bf110,ORDER_CREATED,2025-09-18 11:51:50.379886
order-4d5d2378,ORDER_CREATED,2025-09-18 12:23:40.208692
order-4d5d456d,ORDER_CREATED,2025-09-18 12:22:19.395783
order-4d5fea69,ORDER_CREATED,2025-09-18 12:23:07.598036
order-4d60a9e2,ORDER_CREATED,2025-09-18 11:50:28.784029
order-4d610dfd,ORDER_CREATED,2025-09-18 12:23:39.762565
order-4d61d4a0,ORDER_CREATED,2025-09-15 05:24:22.317304
order-4d61d4a0,STOCK_RESERVED,2025-09-15 05:24:22.325452
order-4d668d65,ORDER_CREATED,2025-09-18 12:24:26.905656
order-4d6a0f57,ORDER_CREATED,2025-09-15 05:25:17.310804
order-4d6a0f57,STOCK_UNAVAILABLE,2025-09-15 05:25:17.313854
order-4d6e37f1,ORDER_CREATED,2025-09-18 11:50:00.239646
order-4d6ffed1,ORDER_CREATED,2025-09-15 05:23:27.798293
order-4d6ffed1,STOCK_UNAVAILABLE,2025-09-15 05:23:27.801044
order-4d70b50d,ORDER_CREATED,2025-09-18 12:21:19.985379
order-4d74b31f,ORDER_CREATED,2025-09-18 12:20:30.509342
order-4d74df16,ORDER_CREATED,2025-09-18 12:23:26.347778
order-4d75ce12,ORDER_CREATED,2025-09-18 11:51:21.511544
order-4d763935,ORDER_CREATED,2025-09-15 05:23:13.668438
order-4d763935,STOCK_UNAVAILABLE,2025-09-15 05:23:13.673499
order-4d78bd14,ORDER_CREATED,2025-09-18 12:19:53.019538
order-4d7a75e3,ORDER_CREATED,2025-09-18 12:22:29.295056
order-4d7e73e1,ORDER_CREATED,2025-09-18 12:23:52.968605
order-4d7fc714,ORDER_CREATED,2025-09-15 05:25:45.272448
order-4d7fc714,STOCK_RESERVED,2025-09-15 05:25:45.277493
order-4d81ae1b,ORDER_CREATED,2025-09-15 05:24:08.475446
order-4d81ae1b,STOCK_RESERVED,2025-09-15 05:24:08.481093
order-4d81d9ba,ORDER_CREATED,2025-09-18 12:23:27.338498
order-4d82d83b,ORDER_CREATED,2025-09-18 11:45:49.970872
order-4d8461cb,ORDER_CREATED,2025-09-15 05:26:11.646438
order-4d8461cb,STOCK_UNAVAILABLE,2025-09-15 05:26:11.650083
order-4d8796b4,ORDER_CREATED,2025-09-15 05:22:03.009121
order-4d8796b4,STOCK_UNAVAILABLE,2025-09-15 05:22:03.011786
order-4d87b6d1,ORDER_CREATED,2025-09-15 05:26:31.022760
order-4d87b6d1,STOCK_UNAVAILABLE,2025-09-15 05:26:31.025415
order-4d8af236,ORDER_CREATED,2025-09-15 05:24:05.776673
order-4d8af236,STOCK_UNAVAILABLE,2025-09-15 05:24:05.779729
order-4d8df862,ORDER_CREATED,2025-09-18 12:21:08.807906
order-4d8f60c5,ORDER_CREATED,2025-09-18 11:50:20.125952
order-4d8fedd3,ORDER_CREATED,2025-09-15 05:24:47.557346
order-4d8fedd3,STOCK_UNAVAILABLE,2025-09-15 05:24:47.559950
order-4d90e598,ORDER_CREATED,2025-09-18 11:49:25.537746
order-4d92d34c,ORDER_CREATED,2025-09-15 05:24:46.158839
order-4d92d34c,STOCK_RESERVED,2025-09-15 05:24:46.164967
order-4d93b490,ORDER_CREATED,2025-09-18 12:23:59.112413
order-4d9417d1,ORDER_CREATED,2025-09-15 05:25:55.175826
order-4d9417d1,STOCK_UNAVAILABLE,2025-09-15 05:25:55.179484
order-4d966aa6,ORDER_CREATED,2025-09-18 11:49:57.667870
order-4d970a65,ORDER_CREATED,2025-09-18 12:24:09.247714
order-4d988393,ORDER_CREATED,2025-09-15 05:24:48.178285
order-4d988393,STOCK_RESERVED,2025-09-15 05:24:48.183493
order-4d9a3182,ORDER_CREATED,2025-09-18 11:51:55.779372
order-4d9b2330,ORDER_CREATED,2025-09-15 05:25:42.385782
order-4d9b2330,STOCK_UNAVAILABLE,2025-09-15 05:25:42.388599
order-4d9e06cc,ORDER_CREATED,2025-09-18 11:51:07.371864
order-4da07ae9,ORDER_CREATED,2025-09-18 11:49:31.795178
order-4da74ff5,ORDER_CREATED,2025-09-15 05:23:50.708390
order-4da74ff5,STOCK_UNAVAILABLE,2025-09-15 05:23:50.711513
order-4daff4a7,ORDER_CREATED,2025-09-18 12:20:35.358287
order-4db21de7,ORDER_CREATED,2025-09-15 05:26:18.681276
order-4db21de7,STOCK_UNAVAILABLE,2025-09-15 05:26:18.685563
order-4db395bf,ORDER_CREATED,2025-09-15 05:23:03.783171
order-4db395bf,STOCK_UNAVAILABLE,2025-09-15 05:23:03.785817
order-4db5d2fa,ORDER_CREATED,2025-09-18 12:21:11.865120
order-4db74533,ORDER_CREATED,2025-09-18 12:24:22.437782
order-4db7c6f9,ORDER_CREATED,2025-09-18 11:51:58.423043
order-4db8816a,ORDER_CREATED,2025-09-15 05:24:01.835613
order-4db8816a,STOCK_UNAVAILABLE,2025-09-15 05:24:01.840326
order-4db88717,ORDER_CREATED,2025-09-15 05:23:05.581977
order-4db88717,STOCK_UNAVAILABLE,2025-09-15 05:23:05.584813
order-4db9403a,ORDER_CREATED,2025-09-15 05:24:10.465773
order-4db9403a,STOCK_UNAVAILABLE,2025-09-15 05:24:10.470387
order-4dbb549a,ORDER_CREATED,2025-09-18 11:51:02.800957
order-4dbb8466,ORDER_CREATED,2025-09-18 11:50:29.349611
order-4dbc4b63,ORDER_CREATED,2025-09-18 11:52:04.151613
order-4dbd8041,ORDER_CREATED,2025-09-18 11:50:21.894918
order-4dc25ceb,ORDER_CREATED,2025-09-18 11:49:50.538271
order-4dc34356,ORDER_CREATED,2025-09-18 11:50:08.211415
order-4dc3abdb,ORDER_CREATED,2025-09-18 12:21:26.627505
order-4dc57626,ORDER_CREATED,2025-09-18 11:50:00.628962
order-4dca2698,ORDER_CREATED,2025-09-15 05:22:06.096435
order-4dca2698,STOCK_UNAVAILABLE,2025-09-15 05:22:06.099450
order-4dcd5422,ORDER_CREATED,2025-09-18 11:51:58.903492
order-4dcd5d33,ORDER_CREATED,2025-09-18 11:50:38.765582
order-4dce532d,ORDER_CREATED,2025-09-18 12:22:36.238586
order-4dceeb46,ORDER_CREATED,2025-09-18 12:24:32.733359
order-4dcf93c0,ORDER_CREATED,2025-09-18 12:24:00.797956
order-4dd09aa6,ORDER_CREATED,2025-09-15 05:23:24.191769
order-4dd09aa6,STOCK_UNAVAILABLE,2025-09-15 05:23:24.194338
order-4dd20ece,ORDER_CREATED,2025-09-18 11:49:38.460849
order-4dd34b3b,ORDER_CREATED,2025-09-18 12:23:20.221226
order-4dd38fdd,ORDER_CREATED,2025-09-18 12:24:33.322022
order-4dd580d2,ORDER_CREATED,2025-09-18 11:52:09.358371
order-4dd8017d,ORDER_CREATED,2025-09-15 05:26:08.582722
order-4dd8017d,STOCK_UNAVAILABLE,2025-09-15 05:26:08.585351
order-4dda4dde,ORDER_CREATED,2025-09-15 05:23:38.908032
order-4dda4dde,STOCK_UNAVAILABLE,2025-09-15 05:23:38.910926
order-4ddc1a23,ORDER_CREATED,2025-09-18 11:51:46.857993
order-4ddc9330,ORDER_CREATED,2025-09-18 12:19:48.754245
order-4de04cd9,ORDER_CREATED,2025-09-18 11:51:29.339145
order-4de1529c,ORDER_CREATED,2025-09-18 11:48:55.039796
order-4de407c2,ORDER_CREATED,2025-09-18 12:21:39.370267
order-4de5a0b4,ORDER_CREATED,2025-09-18 11:49:22.386693
order-4de5c0c9,ORDER_CREATED,2025-09-18 11:51:22.952405
order-4de68820,ORDER_CREATED,2025-09-18 12:23:35.715640
order-4de8ccca,ORDER_CREATED,2025-09-18 12:22:22.258756
order-4deb255f,ORDER_CREATED,2025-09-18 11:50:34.367511
order-4deceaa9,ORDER_CREATED,2025-09-18 12:21:25.789162
order-4defac30,ORDER_CREATED,2025-09-18 12:22:52.235523
order-4df04b6c,ORDER_CREATED,2025-09-15 05:23:38.605732
order-4df04b6c,STOCK_UNAVAILABLE,2025-09-15 05:23:38.610340
order-4df23aff,ORDER_CREATED,2025-09-15 05:22:07.830423
order-4df23aff,STOCK_UNAVAILABLE,2025-09-15 05:22:07.833219
order-4df287ba,ORDER_CREATED,2025-09-15 05:24:08.374118
order-4df287ba,STOCK_UNAVAILABLE,2025-09-15 05:24:08.378158
order-4df49ba3,ORDER_CREATED,2025-09-15 05:25:20.963488
order-4df49ba3,STOCK_UNAVAILABLE,2025-09-15 05:25:20.967965
order-4df894af,ORDER_CREATED,2025-09-15 05:23:05.534667
order-4df894af,STOCK_UNAVAILABLE,2025-09-15 05:23:05.540061
order-4dfa1961,ORDER_CREATED,2025-09-18 11:52:14.525807
order-4dfcb693,ORDER_CREATED,2025-09-18 11:50:10.569253
order-4dff149b,ORDER_CREATED,2025-09-18 12:23:22.883436
order-4dffa991,ORDER_CREATED,2025-09-18 12:20:37.247014
order-4dffac18,ORDER_CREATED,2025-09-18 11:51:20.335806
